country_name,region,income_group,year,cohort_size,coverage,cancer_prevented,deaths_prevented,assumption_type,possible_cancer_cases,possible_cancer_deaths
Algeria,Middle East & North Africa,Lower middle income,2022,424047.52,0.1,358.44,235.81,Attain WHO Coverage Goal,3614.05,2373.93
Ecuador,Latin America & Caribbean,Upper middle income,2022,157185.48,0.126666667,401.72,282.95,Attain WHO Coverage Goal,3262.3,2308.51
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2022,1076485.34,0.1,370.16,280.2,Attain WHO Coverage Goal,3816.21,2896.68
Spain,Europe & Central Asia,High income,2022,238530.64,0.784444444,944.29,475.92,Attain WHO Coverage Goal,1230.91,620.57
Estonia,Europe & Central Asia,High income,2022,7495.51,0.606666667,76,26.92,Attain WHO Coverage Goal,127.74,45.26
Ethiopia,Sub-Saharan Africa,Low income,2022,1578707.99,0.766666667,19180.96,15470.15,Attain WHO Coverage Goal,26090.42,21125.63
Finland,Europe & Central Asia,High income,2022,30817.64,0.1,12.98,5.75,Attain WHO Coverage Goal,133.11,59.32
Fiji,East Asia & Pacific,Upper middle income,2022,8509.26,0.1,23.45,19.2,Attain WHO Coverage Goal,240.6,198.2
France,Europe & Central Asia,High income,2022,393617.13,0.428888889,1183.44,566.68,Attain WHO Coverage Goal,2815.63,1348.23
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2022,1184.93,0.384444444,13.07,10.83,Attain WHO Coverage Goal,28.77,22.41
Gabon,Sub-Saharan Africa,Upper middle income,2022,26482.69,0.1,62.83,38.45,Attain WHO Coverage Goal,663.09,409.15
United Kingdom,Europe & Central Asia,High income,2022,401632.2,0.624444444,1698.8,642.98,Attain WHO Coverage Goal,2770.23,1042.72
Georgia,Europe & Central Asia,Upper middle income,2022,26158.3,0.206666667,53.82,35.89,Attain WHO Coverage Goal,264.32,175.96
Ghana,Sub-Saharan Africa,Lower middle income,2022,390901.74,0.1,927.79,685.36,Attain WHO Coverage Goal,9582.08,7067.31
Guinea,Sub-Saharan Africa,Low income,2022,202675.34,0.1,616.19,492.45,Attain WHO Coverage Goal,6763.12,5447.75
"Gambia, The",Sub-Saharan Africa,Low income,2022,35067.51,0.366666667,512.96,463.93,Attain WHO Coverage Goal,1417.4,1279.51
Guinea-Bissau,Sub-Saharan Africa,Low income,2022,29415.37,0.1,77.2,63.03,Attain WHO Coverage Goal,783.17,639.42
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2022,17731.65,0.1,35.7,23.5,Attain WHO Coverage Goal,359.57,236.6
Greece,Europe & Central Asia,High income,2022,50698.18,0.1,42.54,20.06,Attain WHO Coverage Goal,438.63,208.21
Guatemala,Latin America & Caribbean,Upper middle income,2022,196916.16,0.233333333,886.39,631.97,Attain WHO Coverage Goal,4146.43,2995.42
Guyana,Latin America & Caribbean,Upper middle income,2022,7118.51,0.117777778,21.24,13.45,Attain WHO Coverage Goal,182.68,116.06
Honduras,Latin America & Caribbean,Lower middle income,2022,101183.24,0.571111111,890.3,615.26,Attain WHO Coverage Goal,1667.8,1144.61
Croatia,Europe & Central Asia,High income,2022,20587.89,0.1,19.14,9.67,Attain WHO Coverage Goal,194.91,98.48
Haiti,Latin America & Caribbean,Lower middle income,2022,131673.58,0.1,151.37,124.59,Attain WHO Coverage Goal,1718.55,1430.2
Hungary,Europe & Central Asia,High income,2022,46188.95,0.828888889,533.24,229.19,Attain WHO Coverage Goal,655.66,281.28
Indonesia,East Asia & Pacific,Lower middle income,2022,2380444.33,0.144444444,7021.54,4961.47,Attain WHO Coverage Goal,51945.36,37278.92
India,South Asia,Lower middle income,2022,12670735.08,0.1,22526.58,16661.2,Attain WHO Coverage Goal,213348.78,154459.96
Ireland,Europe & Central Asia,High income,2022,35998.93,0.731111111,229.18,99.84,Attain WHO Coverage Goal,319.94,139.48
"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2022,648846.7,0.1,220.41,186.45,Attain WHO Coverage Goal,2171.07,1822.29
Iraq,Middle East & North Africa,Upper middle income,2022,489401.33,0.1,99.76,77.49,Attain WHO Coverage Goal,1006.5,780.64
Iceland,Europe & Central Asia,High income,2022,2285.2,0.9,11.69,7.35,Attain WHO Coverage Goal,13.27,8.36
Israel,Middle East & North Africa,High income,2022,75884.46,0.588888889,224.55,156.33,Attain WHO Coverage Goal,391.75,274.01
Italy,Europe & Central Asia,High income,2022,275244.72,0.1,156.11,60.06,Attain WHO Coverage Goal,1592.41,610.91
Jamaica,Latin America & Caribbean,Upper middle income,2022,22731.97,0.117777778,51.48,37.53,Attain WHO Coverage Goal,460.87,337.96
Jordan,Middle East & North Africa,Upper middle income,2022,113948.04,0.1,43.8,35.69,Attain WHO Coverage Goal,418.5,336.39
Japan,East Asia & Pacific,High income,2022,542175.18,0.1,616.22,228.89,Attain WHO Coverage Goal,6290.9,2337.01
Kazakhstan,Europe & Central Asia,Upper middle income,2022,177856.53,0.1,227.23,117.66,Attain WHO Coverage Goal,2387.74,1256.92
Kenya,Sub-Saharan Africa,Lower middle income,2022,734704.53,0.491111111,7395.69,5160.89,Attain WHO Coverage Goal,17259.85,12213.49
Kyrgyz Republic,Europe & Central Asia,Lower middle income,2022,68150.72,0.1,93.58,65.5,Attain WHO Coverage Goal,957.76,671.15
Cambodia,East Asia & Pacific,Lower middle income,2022,175431.96,0.1,209.98,151.69,Attain WHO Coverage Goal,2124.13,1525.74
Kiribati,East Asia & Pacific,Lower middle income,2022,1449.99,0.1,3.44,2.72,Attain WHO Coverage Goal,40.23,33.27
"Korea, Rep.",East Asia & Pacific,High income,2022,222641.53,0.1,173.31,95.03,Attain WHO Coverage Goal,1770.19,973.63
Kuwait,Middle East & North Africa,High income,2022,28920.22,0.1,8.32,6.24,Attain WHO Coverage Goal,81.39,60.29
Lao PDR,East Asia & Pacific,Lower middle income,2022,81199.57,0.473333333,377.21,260.06,Attain WHO Coverage Goal,814.81,561.31
Lebanon,Middle East & North Africa,Lower middle income,2022,50554.59,0.1,21.56,15.47,Attain WHO Coverage Goal,223.91,161.44
Liberia,Sub-Saharan Africa,Low income,2022,71586.38,0.366666667,743.44,604.57,Attain WHO Coverage Goal,2324.5,1921.68
Libya,Middle East & North Africa,Upper middle income,2022,64418.5,0.1,51.07,40.32,Attain WHO Coverage Goal,516.5,403.71
St. Lucia,Latin America & Caribbean,Upper middle income,2022,1095.96,0.651111111,14.99,11.93,Attain WHO Coverage Goal,23.6,18.84
Sri Lanka,South Asia,Lower middle income,2022,172041.71,0.508888889,857.71,531.57,Attain WHO Coverage Goal,1735.78,1076.64
Lesotho,Sub-Saharan Africa,Lower middle income,2022,24025.85,0.1,70.56,51.01,Attain WHO Coverage Goal,814.35,604.48
Lithuania,Europe & Central Asia,High income,2022,12951.01,0.686666667,141.2,68.44,Attain WHO Coverage Goal,209.72,101.71
Luxembourg,Europe & Central Asia,High income,2022,3235.53,0.1,1.94,1.04,Attain WHO Coverage Goal,20.07,10.84
Latvia,Europe & Central Asia,High income,2022,9531.93,0.473333333,64.59,35.12,Attain WHO Coverage Goal,138.8,75.98
Morocco,Middle East & North Africa,Lower middle income,2022,329000.45,0.1,348.09,219.23,Attain WHO Coverage Goal,3652.21,2308.05
Moldova,Europe & Central Asia,Upper middle income,2022,21906.88,0.411111111,106.17,65.05,Attain WHO Coverage Goal,264.85,163.57
Madagascar,Sub-Saharan Africa,Low income,2022,373792.19,0.1,1122.87,866.6,Attain WHO Coverage Goal,11904.12,9242.86
Maldives,South Asia,Upper middle income,2022,3510.16,0.464444444,37.18,25.42,Attain WHO Coverage Goal,81.69,55.81
Mexico,Latin America & Caribbean,Upper middle income,2022,1114915.24,0.108888889,1426.76,822.21,Attain WHO Coverage Goal,13297.8,7649.02
Marshall Islands,East Asia & Pacific,Upper middle income,2022,620.32,0.34,4.99,3.99,Attain WHO Coverage Goal,16.48,13.4
North Macedonia,Europe & Central Asia,Upper middle income,2022,11021.9,0.286666667,20.01,13.68,Attain WHO Coverage Goal,69.64,46.36
Mali,Sub-Saharan Africa,Low income,2022,338886.38,0.1,699.44,571.94,Attain WHO Coverage Goal,7299.87,5980.22
Malta,Middle East & North Africa,High income,2022,2021.55,0.99,8.3,6.46,Attain WHO Coverage Goal,8.52,6.52
Myanmar,East Asia & Pacific,Lower middle income,2022,505058.94,0.1,888.53,662.84,Attain WHO Coverage Goal,9083.72,6773.24
Montenegro,Europe & Central Asia,Upper middle income,2022,3726.76,0.1,7.29,4.65,Attain WHO Coverage Goal,74.4,45.85
Mongolia,East Asia & Pacific,Lower middle income,2022,32424.9,0.1,59,58.56,Attain WHO Coverage Goal,564.58,519.07
Mozambique,Sub-Saharan Africa,Low income,2022,484030.34,0.1,1423.16,1168.61,Attain WHO Coverage Goal,15074.34,12480.42
Mauritania,Sub-Saharan Africa,Lower middle income,2022,61896.55,0.1,126.98,97.32,Attain WHO Coverage Goal,1235.75,939.35
Mauritius,Sub-Saharan Africa,Upper middle income,2022,7478.21,0.588888889,62.8,44.01,Attain WHO Coverage Goal,109.46,77.27
Malawi,Sub-Saharan Africa,Low income,2022,292034.5,0.206666667,2442.35,1980.03,Attain WHO Coverage Goal,12824.77,10525.05
Malaysia,East Asia & Pacific,Upper middle income,2022,239282.74,0.224444444,586.05,491.52,Attain WHO Coverage Goal,2639.98,2204.08
Namibia,Sub-Saharan Africa,Upper middle income,2022,31759.89,0.1,91.85,65.15,Attain WHO Coverage Goal,1029.27,742.01
Niger,Sub-Saharan Africa,Low income,2022,409947.51,0.1,256.12,219.63,Attain WHO Coverage Goal,2661.11,2287.17
Nigeria,Sub-Saharan Africa,Lower middle income,2022,3259693.3,0.1,2818.32,2173.54,Attain WHO Coverage Goal,30974.42,24081.2
Nicaragua,Latin America & Caribbean,Lower middle income,2022,64098.1,0.1,131.65,89.41,Attain WHO Coverage Goal,1402.93,956.79
Netherlands,Europe & Central Asia,High income,2022,89711.29,0.686666667,348.51,149.66,Attain WHO Coverage Goal,522.3,227.15
Norway,Europe & Central Asia,High income,2022,31539.56,0.93,270.5,107.4,Attain WHO Coverage Goal,295.99,116.78
Nepal,South Asia,Lower middle income,2022,300613.28,0.1,615.77,485.37,Attain WHO Coverage Goal,6297.17,4955.59
New Zealand,East Asia & Pacific,High income,2022,31761.28,0.526666667,86.23,54.9,Attain WHO Coverage Goal,168.01,107.15
Oman,Middle East & North Africa,High income,2022,33269.78,0.1,23.8,18.35,Attain WHO Coverage Goal,240.06,184.68
Pakistan,South Asia,Lower middle income,2022,2561489.98,0.1,1089.1,758.97,Attain WHO Coverage Goal,11186.34,7800.36
Panama,Latin America & Caribbean,High income,2022,37841.11,0.1,50.87,36.41,Attain WHO Coverage Goal,523.55,375.69
Peru,Latin America & Caribbean,Upper middle income,2022,276966.22,0.571111111,3681.56,2609.56,Attain WHO Coverage Goal,6818.33,4923.92
Philippines,East Asia & Pacific,Lower middle income,2022,1129273.83,0.1,1584.01,1117.36,Attain WHO Coverage Goal,16583.18,11965.3
Papua New Guinea,East Asia & Pacific,Lower middle income,2022,104868.26,0.1,241.94,189.37,Attain WHO Coverage Goal,2347.11,1796.32
Poland,Europe & Central Asia,High income,2022,193873.49,0.1,231.89,143.24,Attain WHO Coverage Goal,2402.56,1496.83
Portugal,Europe & Central Asia,High income,2022,46259.2,0.775555556,356.52,179.23,Attain WHO Coverage Goal,472.35,238.47
Paraguay,Latin America & Caribbean,Upper middle income,2022,68215.62,0.251111111,514.71,382.37,Attain WHO Coverage Goal,2084.88,1549.93
West Bank and Gaza,Middle East & North Africa,Lower middle income,2022,62847.44,0.1,58.51,45.13,Attain WHO Coverage Goal,567.26,433.89
Qatar,Middle East & North Africa,High income,2022,12684.98,0.1,4.94,5.65,Attain WHO Coverage Goal,49.8,55.4
Romania,Europe & Central Asia,High income,2022,103479.84,0.1,192.27,116.84,Attain WHO Coverage Goal,1934.36,1158.69
Russian Federation,Europe & Central Asia,Upper middle income,2022,862296.96,0.1,917.71,485.19,Attain WHO Coverage Goal,9200.95,4841.27
Rwanda,Sub-Saharan Africa,Low income,2022,175041.53,0.748888889,2772.58,2185.9,Attain WHO Coverage Goal,4153.29,3341.97
Saudi Arabia,Middle East & North Africa,High income,2022,280245.63,0.1,105.25,76.49,Attain WHO Coverage Goal,989.56,701.3
Sudan,Sub-Saharan Africa,Low income,2022,595171.15,0.1,394.98,305.62,Attain WHO Coverage Goal,4223.07,3296.46
Senegal,Sub-Saharan Africa,Lower middle income,2022,239959,0.286666667,2212.39,1772.34,Attain WHO Coverage Goal,7445.36,5903.42
Singapore,East Asia & Pacific,High income,2022,22731,0.1,20.62,15.35,Attain WHO Coverage Goal,211.25,157.55
Solomon Islands,East Asia & Pacific,Lower middle income,2022,8381.72,0.1,19.46,13.69,Attain WHO Coverage Goal,217.78,157.06
Sierra Leone,Sub-Saharan Africa,Low income,2022,124826.82,0.1,156.92,127.95,Attain WHO Coverage Goal,1485.18,1209.3
El Salvador,Latin America & Caribbean,Lower middle income,2022,56692.73,0.313333333,251.12,192.41,Attain WHO Coverage Goal,861.18,668.19
Somalia,Sub-Saharan Africa,Low income,2022,270019.17,0.1,379.02,319.76,Attain WHO Coverage Goal,3931.68,3322.58
Serbia,Europe & Central Asia,Upper middle income,2022,45425.49,0.1,70.09,41.43,Attain WHO Coverage Goal,702.98,408.56
São Tomé and Príncipe,Sub-Saharan Africa,Lower middle income,2022,3088.8,0.1,9.23,8.8,Attain WHO Coverage Goal,111.04,106.57
Suriname,Latin America & Caribbean,Upper middle income,2022,5132.2,0.117777778,12.18,8.53,Attain WHO Coverage Goal,105.38,74.38
Slovak Republic,Europe & Central Asia,High income,2022,28072.42,0.1,41.01,21.03,Attain WHO Coverage Goal,415.14,210.62
Slovenia,Europe & Central Asia,High income,2022,10562.49,0.544444444,33.42,22.64,Attain WHO Coverage Goal,62.37,41.93
Sweden,Europe & Central Asia,High income,2022,58318.61,0.837777778,409.08,179.1,Attain WHO Coverage Goal,497.98,217.47
Eswatini,Sub-Saharan Africa,Lower middle income,2022,16275.95,0.1,83.96,60.21,Attain WHO Coverage Goal,899.46,653.55
Chad,Sub-Saharan Africa,Low income,2022,283918.35,0.1,259.89,216.65,Attain WHO Coverage Goal,2847.26,2396.84
Togo,Sub-Saharan Africa,Low income,2022,119616.19,0.1,164.73,129.77,Attain WHO Coverage Goal,1782.32,1414.4
Thailand,East Asia & Pacific,Upper middle income,2022,395328.98,0.1,724.81,490.86,Attain WHO Coverage Goal,7052.8,4667.85
Tajikistan,Europe & Central Asia,Lower middle income,2022,109390.02,0.1,80.47,60.32,Attain WHO Coverage Goal,847.46,640.25
Turkmenistan,Europe & Central Asia,Upper middle income,2022,60163.29,0.99,723.02,487.69,Attain WHO Coverage Goal,733.12,492.38
Timor-Leste,East Asia & Pacific,Lower middle income,2022,16032.34,0.1,20.07,15.3,Attain WHO Coverage Goal,207.71,158.47
Tonga,East Asia & Pacific,Upper middle income,2022,1177.9,0.1,3.73,3.16,Attain WHO Coverage Goal,36.51,30.59
Trinidad and Tobago,Latin America & Caribbean,High income,2022,9826.19,0.171111111,37.18,24.66,Attain WHO Coverage Goal,210.5,139.45
Tunisia,Middle East & North Africa,Lower middle income,2022,90732.66,0.1,46.1,28.49,Attain WHO Coverage Goal,459.1,282.43
Türkiye,Europe & Central Asia,Upper middle income,2022,674416.82,0.1,395.26,261.29,Attain WHO Coverage Goal,4022.75,2665.33
Tuvalu,East Asia & Pacific,Upper middle income,2022,134.39,0.34,1.19,0.97,Attain WHO Coverage Goal,4.07,3.41
Tanzania,Sub-Saharan Africa,Lower middle income,2022,869887.39,0.606666667,26000.75,19138.45,Attain WHO Coverage Goal,44358.19,32640.39
Uganda,Sub-Saharan Africa,Low income,2022,713082.88,0.491111111,12653.7,9992.98,Attain WHO Coverage Goal,28744.48,23129.92
Ukraine,Europe & Central Asia,Lower middle income,2022,245700.9,0.1,261.52,115.92,Attain WHO Coverage Goal,2598.27,1145.65
Uruguay,Latin America & Caribbean,High income,2022,23054.99,0.251111111,55.82,37.55,Attain WHO Coverage Goal,227.82,153.65
United States,North America,High income,2022,2056728.37,0.526666667,5944.29,3052.17,Attain WHO Coverage Goal,11479.9,5869.56
Uzbekistan,Europe & Central Asia,Lower middle income,2022,311638.69,0.873333333,2484.97,1683.34,Attain WHO Coverage Goal,2911.63,1972.53
Vietnam,East Asia & Pacific,Lower middle income,2022,706080.72,0.1,516.19,368.61,Attain WHO Coverage Goal,5260.8,3753.4
Vanuatu,East Asia & Pacific,Lower middle income,2022,3797.01,0.1,4.46,3.97,Attain WHO Coverage Goal,46.19,41.06
Samoa,East Asia & Pacific,Lower middle income,2022,2260.67,0.1,2.33,1.86,Attain WHO Coverage Goal,24.24,19.44
Kosovo,Europe & Central Asia,Upper middle income,2022,9284.95,0.1,5.43,3.31,Attain WHO Coverage Goal,53.99,32.52
South Africa,Sub-Saharan Africa,Upper middle income,2022,605436.73,0.402222222,6379.28,3718.33,Attain WHO Coverage Goal,16301.3,9558.17
Zambia,Sub-Saharan Africa,Low income,2022,279161.48,0.393333333,4889.05,3480.41,Attain WHO Coverage Goal,13803.57,9988.99
Zimbabwe,Sub-Saharan Africa,Lower middle income,2022,226713.99,0.455555556,4317.54,3293.17,Attain WHO Coverage Goal,10403.67,8039.74
Afghanistan,South Asia,Low income,2023,578102.99,0.2,815.49,631.01,Attain WHO Coverage Goal,4282.76,3324.23
Angola,Sub-Saharan Africa,Lower middle income,2023,555105.29,0.2,2794.5,2033.41,Attain WHO Coverage Goal,14958.39,10976.9
Albania,Europe & Central Asia,Upper middle income,2023,15482.19,0.2,18.36,11.29,Attain WHO Coverage Goal,91.99,56.05
United Arab Emirates,Middle East & North Africa,High income,2023,50104.85,0.2,79.33,60.8,Attain WHO Coverage Goal,385.33,291.49
Argentina,Latin America & Caribbean,Upper middle income,2023,366089.19,0.612222222,3057.02,2034.79,Attain WHO Coverage Goal,5044.08,3325.72
Armenia,Europe & Central Asia,Upper middle income,2023,20043.47,0.262222222,44.92,33.66,Attain WHO Coverage Goal,169.15,125.42
Australia,East Asia & Pacific,High income,2023,164394.53,0.713333333,575.89,313.54,Attain WHO Coverage Goal,829.61,456.17
Austria,Europe & Central Asia,High income,2023,41151.1,0.2,45.45,24.15,Attain WHO Coverage Goal,230.25,121.6
Azerbaijan,Europe & Central Asia,Upper middle income,2023,78278.46,0.2,93.37,63.37,Attain WHO Coverage Goal,473.88,320.88
Burundi,Sub-Saharan Africa,Low income,2023,190957.05,0.2,1217.41,1010.43,Attain WHO Coverage Goal,6645.9,5566.59
Belgium,Europe & Central Asia,High income,2023,66306.92,0.744444444,346.85,160.38,Attain WHO Coverage Goal,475.32,219.41
Benin,Sub-Saharan Africa,Lower middle income,2023,180933.27,0.2,336.33,246.68,Attain WHO Coverage Goal,1837.48,1357.46
Burkina Faso,Sub-Saharan Africa,Low income,2023,334802.39,0.2,707.2,582.92,Attain WHO Coverage Goal,3865.25,3216.16
Bangladesh,South Asia,Lower middle income,2023,1527205.25,0.2,2492.38,1756.73,Attain WHO Coverage Goal,12491.83,8766.18
Bulgaria,Europe & Central Asia,Upper middle income,2023,34831.51,0.223333333,115.14,64.94,Attain WHO Coverage Goal,521.02,288.5
Bahrain,Middle East & North Africa,High income,2023,10071.23,0.2,9.64,6.39,Attain WHO Coverage Goal,48.59,32.18
"Bahamas, The",Latin America & Caribbean,High income,2023,2832.73,0.2,8.98,6.59,Attain WHO Coverage Goal,45.59,33.5
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2023,16953.84,0.2,33.9,18.98,Attain WHO Coverage Goal,172.49,96.93
Belarus,Europe & Central Asia,Upper middle income,2023,54933.47,0.2,102.84,48.04,Attain WHO Coverage Goal,518.48,240.32
Belize,Latin America & Caribbean,Upper middle income,2023,3850.63,0.231111111,18.18,17.75,Attain WHO Coverage Goal,79.54,77.63
Bolivia,Latin America & Caribbean,Lower middle income,2023,121555.67,0.48,1424.48,983.19,Attain WHO Coverage Goal,3090.99,2374.54
Brazil,Latin America & Caribbean,Upper middle income,2023,1463528.92,0.721111111,13603.84,8204.41,Attain WHO Coverage Goal,19352.65,11759.11
Barbados,Latin America & Caribbean,High income,2023,1617.37,0.417777778,12.02,8.2,Attain WHO Coverage Goal,29.88,20.35
Brunei Darussalam,East Asia & Pacific,High income,2023,3282.11,0.892222222,40.62,13.34,Attain WHO Coverage Goal,46.49,15.28
Bhutan,South Asia,Lower middle income,2023,6509.3,0.884444444,64.54,43.6,Attain WHO Coverage Goal,70.86,47.52
Botswana,Sub-Saharan Africa,Upper middle income,2023,27437.12,0.371111111,269.31,181.54,Attain WHO Coverage Goal,853.52,598.86
Central African Republic,Sub-Saharan Africa,Low income,2023,80686.93,0.2,190.69,156.62,Attain WHO Coverage Goal,999.81,823.37
Canada,North America,High income,2023,198031.65,0.876666667,882.48,515.23,Attain WHO Coverage Goal,1028.54,598.03
Switzerland,Europe & Central Asia,High income,2023,41849.01,0.752222222,121.84,67.1,Attain WHO Coverage Goal,165.71,91.38
Chile,Latin America & Caribbean,High income,2023,125549.05,0.643333333,1014.22,706.57,Attain WHO Coverage Goal,1587.97,1100.06
China,East Asia & Pacific,Upper middle income,2023,8160978.86,0.2,14112.38,9116.71,Attain WHO Coverage Goal,70217.8,44754.43
Côte d’Ivoire,Sub-Saharan Africa,Lower middle income,2023,383521.63,0.518888889,4090.99,3204.3,Attain WHO Coverage Goal,8072.68,6293.82
Cameroon,Sub-Saharan Africa,Lower middle income,2023,400599.35,0.238888889,1879.34,1391.37,Attain WHO Coverage Goal,8233.62,6128.41
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2023,1463282.33,0.2,5983.78,4754.59,Attain WHO Coverage Goal,33025.23,26539.5
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2023,78985.01,0.2,265.39,182.75,Attain WHO Coverage Goal,1501.66,1054.22
Colombia,Latin America & Caribbean,Upper middle income,2023,370693.48,0.285555556,1680.86,1161.81,Attain WHO Coverage Goal,5980.46,4136.45
Comoros,Sub-Saharan Africa,Lower middle income,2023,11738.3,0.2,87.56,67.82,Attain WHO Coverage Goal,444.31,343.8
Cabo Verde,Sub-Saharan Africa,Lower middle income,2023,5275,0.2,16.85,15.24,Attain WHO Coverage Goal,82.27,73.82
Costa Rica,Latin America & Caribbean,Upper middle income,2023,35364.95,0.658888889,212.06,192.52,Attain WHO Coverage Goal,328.07,298.94
Cyprus,Europe & Central Asia,High income,2023,6766.39,0.2,7.22,9.37,Attain WHO Coverage Goal,36.71,47.1
Czech Republic,Europe & Central Asia,High income,2023,55591.35,0.2,95.61,58.68,Attain WHO Coverage Goal,487.59,299.19
Germany,Europe & Central Asia,High income,2023,368192.68,0.565555556,1373.56,704.8,Attain WHO Coverage Goal,2477.54,1265.64
Djibouti,Middle East & North Africa,Lower middle income,2023,9958.3,0.2,21.4,16.97,Attain WHO Coverage Goal,118.03,94.64
Denmark,Europe & Central Asia,High income,2023,30720.36,0.822222222,218.77,105.37,Attain WHO Coverage Goal,269.04,128.04
Dominican Republic,Latin America & Caribbean,Upper middle income,2023,99913.94,0.262222222,546.33,449.05,Attain WHO Coverage Goal,2099.37,1723.13
Algeria,Middle East & North Africa,Lower middle income,2023,439725.7,0.2,745.99,490.93,Attain WHO Coverage Goal,3758.31,2469.21
Ecuador,Latin America & Caribbean,Upper middle income,2023,158170.1,0.223333333,715.43,504.31,Attain WHO Coverage Goal,3292.73,2331.25
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2023,1139127.32,0.2,788.25,597.29,Attain WHO Coverage Goal,4056.79,3081.26
Spain,Europe & Central Asia,High income,2023,231909.92,0.798888889,936.03,472.22,Attain WHO Coverage Goal,1197.52,604.07
Estonia,Europe & Central Asia,High income,2023,7468.31,0.643333333,80.3,28.48,Attain WHO Coverage Goal,127.23,45.11
Ethiopia,Sub-Saharan Africa,Low income,2023,1597034.44,0.783333333,20043.1,16172.42,Attain WHO Coverage Goal,26651.86,21586.25
Finland,Europe & Central Asia,High income,2023,30773.08,0.2,25.97,11.52,Attain WHO Coverage Goal,133.04,59.35
Fiji,East Asia & Pacific,Upper middle income,2023,8590.18,0.2,47.57,38.99,Attain WHO Coverage Goal,243.8,201.01
France,Europe & Central Asia,High income,2023,393681.94,0.487777778,1348.59,646.19,Attain WHO Coverage Goal,2819.61,1350.71
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2023,1174.41,0.448888889,15.18,12.6,Attain WHO Coverage Goal,28.61,22.3
Gabon,Sub-Saharan Africa,Upper middle income,2023,27512.88,0.2,131.38,80.49,Attain WHO Coverage Goal,692.83,427.83
United Kingdom,Europe & Central Asia,High income,2023,404873.23,0.658888889,1809.24,685.93,Attain WHO Coverage Goal,2795.15,1053.26
Georgia,Europe & Central Asia,Upper middle income,2023,26882.34,0.293333333,78.8,52.59,Attain WHO Coverage Goal,272.49,181.47
Ghana,Sub-Saharan Africa,Lower middle income,2023,398016.22,0.2,1907.85,1410.73,Attain WHO Coverage Goal,9845.23,7267.74
Guinea,Sub-Saharan Africa,Low income,2023,205376.19,0.2,1258.52,1006.16,Attain WHO Coverage Goal,6910.8,5569.46
"Gambia, The",Sub-Saharan Africa,Low income,2023,35996.03,0.433333333,629.7,569.92,Attain WHO Coverage Goal,1470.65,1328.43
Guinea-Bissau,Sub-Saharan Africa,Low income,2023,29919.6,0.2,158.79,129.69,Attain WHO Coverage Goal,805.64,658.04
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2023,18224.26,0.2,73.97,48.69,Attain WHO Coverage Goal,372.69,245.23
Greece,Europe & Central Asia,High income,2023,48947.89,0.2,82.32,38.87,Attain WHO Coverage Goal,424.05,201.42
Guatemala,Latin America & Caribbean,Upper middle income,2023,197913.5,0.316666667,1214.72,866.55,Attain WHO Coverage Goal,4183.43,3023.23
Guyana,Latin America & Caribbean,Upper middle income,2023,7190.66,0.215555556,39.43,24.99,Attain WHO Coverage Goal,185.1,117.67
Honduras,Latin America & Caribbean,Lower middle income,2023,100058.79,0.612222222,947.4,654.7,Attain WHO Coverage Goal,1654.22,1135.3
Croatia,Europe & Central Asia,High income,2023,20264.56,0.2,37.72,19.08,Attain WHO Coverage Goal,192,97.1
Haiti,Latin America & Caribbean,Lower middle income,2023,131896.1,0.2,306.14,252.1,Attain WHO Coverage Goal,1733.76,1443.27
Hungary,Europe & Central Asia,High income,2023,45193.21,0.837777778,527.93,227.24,Attain WHO Coverage Goal,641.88,275.61
Indonesia,East Asia & Pacific,Lower middle income,2023,2418269.03,0.238888889,11852.36,8382.15,Attain WHO Coverage Goal,52959.04,38026.3
India,South Asia,Lower middle income,2023,12398766.34,0.2,44424.81,32881.31,Attain WHO Coverage Goal,210163.04,152239.68
Ireland,Europe & Central Asia,High income,2023,35944.01,0.752222222,235.75,102.87,Attain WHO Coverage Goal,319.75,139.52
"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2023,660130.08,0.2,450.83,381.59,Attain WHO Coverage Goal,2217.67,1862.18
Iraq,Middle East & North Africa,Upper middle income,2023,504299.51,0.2,206.34,160.33,Attain WHO Coverage Goal,1040.37,807.13
Iceland,Europe & Central Asia,High income,2023,2278.61,0.9,11.68,7.34,Attain WHO Coverage Goal,13.26,8.35
Israel,Middle East & North Africa,High income,2023,77770.46,0.627777778,245.69,171.26,Attain WHO Coverage Goal,401.92,281.35
Italy,Europe & Central Asia,High income,2023,271620.9,0.2,308.37,118.79,Attain WHO Coverage Goal,1572.25,603.63
Jamaica,Latin America & Caribbean,Upper middle income,2023,22910.15,0.215555556,95.31,69.52,Attain WHO Coverage Goal,465.58,341.52
